fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.06,0.467,0.397,2.55,0.093,12.1,13.7,0.99835,3.32,0.65,11.16,6
11.08,0.482,0.471,2.78,0.075,4.9,65.4,0.99596,3.19,0.83,12.03,7
7.24,0.789,0.133,1.88,0.126,5.1,42.3,0.99236,3.03,0.75,9.39,5
11.9,0.649,0.199,1.58,0.1,18.7,88.3,0.99627,3.34,0.61,9.77,5
7.93,0.926,0.297,1.62,0.096,37.8,10.8,0.99707,3.36,0.75,10.8,5
6.1,0.575,0.184,1.83,0.089,12.8,46.4,0.99699,3.37,0.43,11.87,6
8.44,0.459,0.512,1.85,0.063,12.7,57.8,0.99702,3.16,0.83,9.35,5
6.45,0.42,0.369,1.7,0.068,23.0,32.2,0.99574,3.37,0.64,9.95,5
7.01,0.198,0.24,1.81,0.087,31.1,63.1,0.99608,3.28,0.47,10.7,6
9.01,0.48,0.291,3.62,0.072,9.9,66.2,0.99456,3.44,0.57,10.47,6
9.29,0.736,0.38,1.23,0.129,6.6,38.1,0.99291,3.16,0.83,9.39,6
7.24,0.638,0.417,0.96,0.081,14.0,36.4,0.9965,3.48,0.53,12.26,6
10.04,0.534,0.164,3.64,0.092,20.6,70.2,0.99528,3.54,0.71,9.22,5
10.33,0.351,0.562,1.94,0.042,1.9,45.8,0.99875,3.33,0.79,9.74,7
10.82,0.571,0.52,1.78,0.119,10.9,55.3,0.99255,3.37,0.64,9.4,5
9.24,0.712,0.399,2.01,0.06,13.1,45.6,0.99725,3.43,0.51,11.72,5
10.69,0.608,0.11,2.33,0.049,11.9,44.2,1.00073,3.16,0.63,8.65,5
5.05,0.56,0.076,1.67,0.164,4.5,36.4,0.99635,3.24,0.45,12.09,6
7.77,0.387,0.208,2.66,0.107,11.0,57.6,0.99669,3.34,0.56,10.12,5
6.81,0.686,0.282,1.37,0.121,13.2,22.1,0.99751,3.61,0.48,8.96,4
8.53,0.599,0.364,1.85,0.096,7.5,11.2,0.99766,3.13,0.63,10.19,5
7.33,0.993,0.515,0.9,0.075,17.6,40.1,0.99592,3.56,0.46,9.67,5
8.03,0.258,0.38,3.59,0.069,25.2,89.2,0.99478,3.28,0.65,10.67,6
11.59,0.487,0.142,1.96,0.111,25.8,45.8,0.99794,3.3,0.85,9.94,5
8.02,0.529,0.119,2.86,0.13,8.9,34.1,0.99307,3.49,0.86,11.44,6
9.04,0.447,0.327,2.62,0.076,20.3,31.2,0.99828,3.61,0.47,10.27,5
7.92,0.717,0.241,2.71,0.198,19.2,29.8,0.99596,3.37,0.54,9.97,5
8.45,0.615,0.354,2.11,0.071,43.0,6.0,0.99671,3.48,0.79,11.46,7
8.33,0.557,0.384,2.52,0.042,20.4,81.8,0.9957,3.17,0.76,10.66,5
9.1,0.674,0.477,1.37,0.036,21.2,27.7,0.99942,3.23,0.55,11.25,6
10.35,0.533,0.055,1.25,0.037,28.5,40.6,0.99717,3.11,0.56,11.65,6
11.19,1.102,0.312,2.02,0.065,5.5,32.8,0.99609,3.23,0.65,10.11,5
8.86,0.557,0.201,1.56,0.07,15.3,24.5,0.99604,3.39,0.4,10.46,5
9.35,0.565,0.251,4.02,0.106,39.3,84.3,0.99642,3.34,0.73,11.32,7
6.32,0.222,0.434,2.51,0.077,39.8,17.9,1.00125,3.57,0.84,10.31,7
8.17,0.432,0.455,1.53,0.114,11.0,58.9,0.9942,3.62,0.58,10.18,5
9.96,0.737,0.536,1.87,0.08,38.6,12.7,0.99876,3.29,0.45,10.82,5
9.83,0.29,0.351,2.25,0.079,12.2,36.6,0.99778,3.21,0.91,9.56,6
8.69,0.142,0.249,2.05,0.06,18.0,77.2,0.99963,3.48,0.67,11.59,5
9.86,0.536,0.222,2.39,0.148,3.9,28.9,0.9979,3.5,0.76,9.63,6
9.17,0.777,0.525,2.18,0.039,33.6,55.6,0.99671,3.38,0.46,9.93,5
10.41,0.538,0.209,1.13,0.089,11.7,28.0,0.99864,3.42,0.46,9.71,5
8.82,0.469,0.366,0.9,0.072,4.6,32.2,0.99714,3.39,0.71,11.74,7
7.7,0.195,0.399,1.79,0.111,13.4,63.8,0.99813,3.16,0.82,12.33,8
8.9,0.611,0.033,2.72,0.077,1.4,56.4,0.99941,3.13,0.48,12.0,6
8.99,0.649,0.095,1.8,0.078,22.4,89.7,0.99688,3.3,0.62,9.82,5
5.32,0.209,0.564,3.69,0.069,29.8,28.8,0.99589,3.28,0.43,11.52,7
9.11,0.734,0.325,2.07,0.146,6.8,49.9,0.99548,3.35,0.54,10.56,5
9.15,0.668,0.16,3.9,0.078,6.6,42.2,0.99756,3.29,0.6,12.19,7
6.3,0.734,0.246,3.56,0.189,21.3,50.8,0.99503,3.05,0.72,11.44,6
7.08,0.635,0.476,3.4,0.088,23.0,73.6,0.99604,2.99,0.38,12.77,6
10.7,0.648,0.448,1.23,0.079,9.2,25.3,0.99486,3.42,0.89,8.75,5
7.48,0.624,0.581,2.13,0.073,7.5,48.7,0.99767,3.21,0.61,10.62,6
12.22,0.686,0.454,3.67,0.101,26.6,83.7,0.99527,3.28,0.88,8.58,5
8.32,0.203,0.241,2.39,0.06,4.2,42.2,0.99426,3.23,0.76,9.86,6
9.03,0.26,0.044,2.72,0.083,10.5,63.5,0.99459,3.17,0.79,12.83,8
11.13,0.398,0.47,1.13,0.078,7.4,8.2,0.99561,3.17,1.06,10.92,6
8.55,0.507,0.361,5.02,0.09,21.1,43.4,0.99579,3.46,0.52,11.47,6
6.58,0.6,0.226,1.48,0.091,7.8,30.0,0.99718,3.27,0.66,10.97,5
8.13,0.588,0.864,0.9,0.094,28.8,55.9,0.99639,3.41,0.5,10.9,7
8.26,0.731,0.273,1.81,0.081,10.3,48.9,0.9974,3.43,0.62,9.86,5
5.95,0.737,0.129,0.9,0.158,18.7,22.3,0.99756,3.36,0.76,9.66,6
7.87,0.373,0.078,1.3,0.094,7.9,13.9,0.99811,3.43,0.85,9.83,6
7.03,0.573,0.607,6.69,0.252,16.5,115.9,0.99308,3.31,0.58,10.33,4
9.93,0.377,0.431,1.78,0.08,8.7,51.4,0.99456,3.51,0.47,10.68,7
8.38,0.496,0.537,1.11,0.12,6.3,50.6,0.99775,3.43,0.65,9.76,6
7.83,0.588,0.317,2.14,0.056,22.9,24.8,0.9971,3.45,0.52,10.28,5
8.14,0.964,0.508,1.41,0.147,7.8,32.8,0.99856,3.17,0.55,10.98,6
8.71,0.632,0.109,3.12,0.057,7.9,84.3,0.99377,3.35,0.75,11.37,6
9.39,0.423,0.301,1.42,0.096,15.5,42.7,0.9958,3.03,0.72,9.14,6
6.58,0.877,0.325,2.39,0.069,17.3,86.0,0.99614,3.52,0.79,9.57,5
6.51,0.467,0.533,1.26,0.096,6.1,51.5,0.99702,3.22,0.59,11.23,6
10.24,0.554,0.331,6.82,0.07,20.0,74.9,0.99677,3.24,0.82,11.05,6
7.6,0.442,0.151,2.66,0.055,8.3,7.7,0.99759,3.1,0.64,11.86,6
5.85,0.827,0.282,1.98,0.069,4.9,23.9,0.99648,3.3,0.59,11.81,6
9.09,0.511,0.428,1.86,0.156,11.6,42.2,0.99931,3.27,0.48,13.0,6
9.13,0.557,0.199,1.65,0.096,11.5,34.7,0.99991,3.58,0.38,10.11,5
5.66,0.747,0.22,1.5,0.044,19.0,56.1,0.99458,3.44,0.43,12.11,5
8.72,0.635,0.428,1.48,0.128,44.0,14.0,0.99679,3.23,0.67,9.44,5
9.6,0.52,0.535,4.51,0.052,15.3,14.2,0.99822,3.06,0.51,12.98,7
8.97,0.73,0.372,1.65,0.109,20.7,54.8,0.99781,2.97,0.42,10.91,5
9.42,0.987,0.636,0.9,0.1,3.8,72.9,0.99593,3.16,0.57,11.0,6
5.88,0.587,0.366,1.25,0.103,29.7,32.7,0.99718,3.11,0.68,11.48,6
8.9,0.551,0.327,3.21,0.18,13.0,91.3,0.99369,3.36,0.71,8.97,3
7.79,0.561,0.316,1.89,0.054,5.2,104.2,0.99666,3.29,0.63,9.27,4
7.48,0.766,0.026,1.99,0.103,29.0,39.5,0.99393,3.31,0.63,10.54,5
9.83,0.422,0.452,3.58,0.138,13.4,31.9,0.99767,3.17,0.56,10.79,6
10.89,0.48,0.159,1.49,0.058,26.1,27.1,0.99458,3.33,0.75,12.65,6
11.44,0.253,0.274,2.81,0.056,47.0,23.7,0.99701,3.1,0.61,9.4,5
10.61,0.317,0.12,1.57,0.069,4.2,61.6,0.99731,3.3,0.63,12.07,6
8.13,0.437,0.184,2.74,0.09,8.0,21.6,0.99684,3.43,0.83,10.14,5
8.93,0.52,0.619,1.78,0.041,23.2,18.8,0.9955,3.26,0.78,10.12,6
9.65,0.848,0.48,1.9,0.1,14.0,23.0,0.9963,3.38,0.61,10.24,5
8.53,0.626,0.14,3.06,0.041,1.5,39.8,0.99894,3.01,0.59,10.09,6
8.55,0.366,0.181,2.96,0.14,10.7,41.6,0.99589,3.0,0.59,10.94,5
9.75,0.399,0.027,1.97,0.098,12.0,59.5,0.99674,3.36,0.38,10.0,5
8.22,0.777,0.404,1.71,0.185,13.4,37.4,0.99564,3.47,0.84,8.91,6
7.05,0.733,0.223,4.35,0.105,7.8,13.2,0.99864,3.27,0.54,10.13,5
7.6,0.535,0.289,2.76,0.068,34.4,30.9,0.99685,3.63,0.79,10.91,6
9.42,0.45,0.353,1.78,0.055,3.8,40.4,0.99525,3.09,0.64,8.92,5
8.33,0.732,0.453,1.58,0.087,18.1,25.9,0.99671,3.21,0.9,11.04,7
8.91,0.351,0.256,3.36,0.077,9.3,48.8,0.99624,3.33,0.73,11.68,7
9.49,0.601,0.199,2.23,0.133,8.8,6.0,0.99935,3.38,0.8,12.0,5
7.67,0.939,0.647,1.97,0.051,31.6,37.1,0.99662,3.22,0.55,10.78,5
9.64,0.567,0.271,2.23,0.194,11.5,81.8,0.99407,3.15,0.46,8.49,5
8.98,0.39,0.407,2.46,0.139,18.2,71.7,0.99765,3.4,0.66,11.11,6
6.17,0.604,0.167,2.06,0.071,24.2,43.7,1.00009,3.33,0.39,11.45,6
10.83,0.445,0.401,3.64,0.175,14.4,41.4,0.99897,3.26,0.57,9.67,7
7.45,0.279,0.182,3.73,0.055,31.9,53.2,0.9946,3.38,0.47,10.34,5
5.44,0.656,0.04,2.69,0.086,4.8,19.0,0.99619,3.29,0.52,10.94,5
6.5,0.731,0.155,3.93,0.044,18.9,68.2,0.99664,3.29,0.74,12.33,6
6.54,0.474,0.508,2.13,0.179,44.3,89.7,0.99666,3.28,0.73,10.15,6
8.41,0.462,0.154,2.89,0.037,17.8,37.0,0.99742,3.19,0.61,11.37,5
7.84,0.357,0.406,3.33,0.041,3.0,43.6,0.99605,3.17,0.69,10.76,6
7.73,0.503,0.558,3.35,0.059,19.3,60.0,0.99496,3.23,0.56,10.63,5
9.4,0.429,0.265,3.2,0.142,35.3,24.2,0.99851,3.31,1.17,11.84,8
8.91,0.348,0.459,2.81,0.12,10.8,91.4,0.99457,3.03,0.69,9.53,5
8.87,0.871,0.371,5.11,0.082,10.7,114.4,0.99518,3.45,0.55,10.67,5
9.03,0.614,0.292,1.66,0.124,22.6,56.0,0.99455,3.31,0.79,10.45,6
9.39,0.633,0.413,1.97,0.074,20.0,95.8,0.99786,3.15,0.87,8.81,5
4.65,0.689,0.62,1.92,0.094,14.8,17.2,0.9969,3.55,0.53,11.74,6
7.69,0.669,0.149,1.79,0.164,8.2,47.8,0.99838,3.32,0.45,11.31,4
8.38,0.456,0.088,0.9,0.07,10.0,8.6,0.99521,3.11,0.47,10.46,6
8.31,0.579,0.077,3.93,0.055,6.4,31.0,0.99432,3.55,0.54,10.14,5
10.14,0.482,0.459,1.33,0.096,2.7,31.4,0.99586,3.51,0.63,10.42,6
10.39,0.609,0.485,2.29,0.109,29.7,26.3,0.99635,3.17,0.42,11.18,5
8.67,0.592,0.168,1.12,0.082,23.4,17.4,0.9971,3.26,0.57,10.48,6
7.45,0.461,0.142,2.8,0.123,21.9,55.6,0.9935,3.24,0.61,9.71,5
9.16,0.291,0.374,1.49,0.071,21.6,22.9,0.99761,3.03,0.69,9.87,7
7.4,0.556,0.257,1.27,0.083,12.3,55.6,0.995,3.36,0.74,10.41,6
8.32,0.493,0.304,2.31,0.092,11.1,38.7,0.99547,3.44,0.7,9.42,5
10.04,0.19,0.171,1.54,0.089,5.3,49.5,0.99893,3.41,1.0,10.78,6
7.35,0.621,0.463,1.63,0.161,24.6,28.0,0.99255,3.31,0.84,9.57,5
9.72,0.704,0.335,2.29,0.092,60.6,38.5,0.99731,3.45,0.67,9.4,5
9.5,0.985,0.381,3.03,0.068,18.8,126.5,0.99731,3.14,0.5,13.84,5
6.66,0.46,0.3,1.46,0.099,26.9,48.5,0.99514,3.58,0.54,12.5,6
10.01,0.433,0.37,1.36,0.123,27.0,91.6,0.99585,3.19,0.45,10.57,7
9.54,0.33,0.357,2.14,0.111,36.7,88.7,0.99902,3.21,0.66,11.33,6
8.5,0.568,0.094,2.7,0.108,7.4,15.1,1.00043,3.22,0.69,11.51,7
6.99,0.566,0.341,4.09,0.04,3.9,88.6,0.99872,3.21,0.8,10.34,5
6.82,0.384,0.42,1.31,0.025,16.3,38.5,1.00028,3.28,0.68,10.72,5
7.38,0.499,0.489,1.83,0.139,13.1,31.4,0.99539,3.28,0.83,10.14,6
9.26,0.174,0.349,3.59,0.095,57.4,19.5,0.9937,3.33,0.83,11.76,8
6.66,0.697,0.087,5.14,0.077,6.5,15.2,0.9966,3.19,0.49,11.78,6
9.08,0.391,0.116,1.35,0.107,43.9,54.6,0.99823,3.33,0.56,12.09,6
6.16,0.524,0.187,1.52,0.186,13.2,14.7,0.99318,3.15,0.64,10.7,6
7.96,0.273,0.306,2.51,0.148,5.9,56.1,0.99494,3.42,0.53,12.74,6
8.51,0.425,0.247,1.63,0.12,38.9,6.0,0.99515,3.42,0.6,10.34,6
12.57,0.48,0.056,1.5,0.052,7.5,20.7,0.99738,3.31,0.69,12.61,6
5.92,0.528,0.055,2.36,0.056,27.0,34.8,0.99713,3.21,0.62,9.92,5
10.88,0.616,0.245,4.25,0.027,16.7,41.5,0.99523,3.36,0.64,9.03,5
8.58,0.789,0.711,1.17,0.104,43.8,21.5,0.99704,3.18,0.5,12.59,6
9.04,0.662,0.611,4.15,0.129,30.8,16.3,0.99452,3.32,0.72,11.13,7
8.53,0.703,0.084,1.63,0.133,12.9,32.3,0.99589,3.29,0.71,10.98,6
9.09,0.79,0.298,2.47,0.106,39.1,26.7,0.9943,3.7,0.53,10.03,5
8.05,0.633,0.021,4.33,0.073,20.4,29.1,0.99641,3.13,0.46,9.52,4
10.85,0.523,0.042,2.45,0.061,15.1,57.8,0.99518,2.91,0.87,9.62,5
7.53,0.712,0.227,1.85,0.054,16.4,80.3,0.99801,3.21,0.99,10.57,7
10.29,0.723,0.235,2.92,0.073,27.7,31.1,0.99665,3.05,0.68,10.26,5
7.2,0.647,0.318,1.96,0.05,12.4,57.9,0.99627,3.2,0.58,12.23,6
8.22,0.268,0.396,2.68,0.172,10.0,27.3,1.00006,3.12,0.83,9.97,5
6.45,0.379,0.206,1.93,0.043,8.4,25.8,0.99743,3.17,0.72,11.75,6
9.11,0.481,0.277,3.12,0.071,18.6,32.1,0.996,3.15,0.6,9.66,5
10.83,0.67,0.062,1.13,0.033,8.8,73.2,0.99559,3.45,0.81,10.59,6
8.19,0.526,0.015,1.34,0.089,28.0,12.2,0.99446,3.3,0.52,11.46,5
7.98,0.735,0.393,1.12,0.078,12.2,10.8,0.99657,3.47,0.54,11.31,5
6.38,0.767,0.206,2.06,0.066,21.4,102.1,0.99728,3.32,0.7,10.13,5
7.92,0.746,0.258,1.06,0.051,31.9,21.1,0.99306,3.45,0.66,10.96,7
5.55,0.747,0.033,1.55,0.078,37.4,35.2,0.99411,3.26,0.75,11.14,6
6.73,0.343,0.585,1.29,0.061,17.3,29.0,0.99572,3.55,0.86,10.26,7
8.71,0.617,0.16,4.12,0.073,2.4,90.2,0.99461,3.38,0.43,9.23,4
10.62,0.421,0.399,1.36,0.188,2.5,72.8,0.99678,3.19,0.64,9.75,5
13.21,0.233,0.477,1.19,0.084,27.5,16.2,0.99705,3.4,1.03,10.01,6
7.3,0.478,0.089,2.37,0.099,7.1,41.8,0.99647,3.31,0.55,10.45,5
10.82,0.768,0.284,4.52,0.063,11.8,48.9,0.99775,3.28,0.53,12.12,6
8.74,0.613,0.375,2.01,0.055,30.1,56.8,0.99559,3.32,0.36,11.39,5
8.06,0.893,0.292,2.08,0.077,10.1,7.7,0.99661,3.42,0.65,9.55,5
9.07,0.562,0.339,3.78,0.241,5.3,10.8,0.99479,2.99,0.74,12.39,6
8.43,0.971,0.017,3.14,0.069,12.1,59.4,0.99724,3.26,0.74,10.34,5
8.51,0.562,0.375,2.56,0.092,24.2,14.4,0.99684,3.41,0.49,11.14,6
7.61,0.534,0.178,1.63,0.054,10.0,48.4,0.99442,3.35,0.64,9.42,5
5.89,0.3,0.336,2.6,0.023,22.1,16.9,0.99641,3.14,0.67,9.94,7
5.63,0.73,0.445,1.15,0.055,5.4,11.4,0.99663,2.95,0.65,11.53,6
9.46,0.44,0.397,1.6,0.228,8.2,20.5,0.99723,3.57,0.48,9.48,5
7.84,0.414,0.336,4.03,0.102,12.2,37.8,0.9973,3.28,0.65,10.48,7
7.28,0.761,0.392,3.8,0.163,32.7,47.0,0.99533,3.54,0.52,10.92,5
8.33,0.738,0.401,2.58,0.067,10.9,50.7,0.99815,3.43,0.4,9.33,5
9.7,0.734,0.554,0.9,0.027,9.8,63.8,0.99769,3.19,0.76,8.52,5
8.63,0.465,0.264,1.23,0.047,9.8,21.4,0.99532,2.93,0.66,11.39,5
7.18,0.521,0.301,1.56,0.093,22.0,61.6,0.99453,3.24,0.74,13.48,6
10.45,0.519,0.447,1.96,0.087,25.7,40.2,0.99547,3.3,0.56,10.91,6
11.07,0.671,0.177,1.21,0.078,31.8,44.3,0.9939,3.38,0.75,11.12,6
9.18,0.81,0.016,1.89,0.062,48.1,133.4,0.9971,3.14,0.82,9.47,5
10.01,0.596,0.364,4.69,0.119,18.7,55.3,0.99895,3.34,0.99,11.99,6
10.48,0.885,0.231,2.54,0.062,8.9,33.2,0.9994,3.34,0.78,10.02,5
10.29,0.691,0.041,2.34,0.09,13.5,29.6,0.99463,3.46,0.7,11.67,5
9.39,0.488,0.365,1.34,0.085,7.4,38.0,0.99819,3.26,0.45,11.07,6
9.36,0.679,0.542,1.01,0.066,16.5,12.7,0.99686,3.38,0.62,11.1,7
9.22,0.837,0.464,1.22,0.053,8.4,48.4,0.99215,3.35,0.45,11.05,6
6.41,0.89,0.194,0.99,0.064,31.7,37.7,0.99607,3.44,0.52,11.02,5
9.54,0.744,0.62,2.19,0.181,17.7,44.0,0.99586,3.19,1.04,10.72,5
5.96,0.535,0.208,2.52,0.129,38.1,40.0,0.999,2.85,0.49,11.46,5
6.94,0.491,0.287,1.37,0.124,25.1,13.8,0.99505,3.27,0.35,9.64,5
10.59,0.634,0.415,2.26,0.055,23.7,56.5,0.99777,3.28,0.78,10.16,7
9.78,0.831,0.284,4.1,0.041,5.2,25.4,0.9965,3.14,0.54,11.99,6
10.91,0.608,0.282,5.11,0.128,22.0,68.4,0.99395,3.08,0.77,10.61,6
7.85,0.612,0.624,2.99,0.117,47.5,59.5,0.99565,3.22,0.48,10.07,6
6.32,0.539,0.035,1.96,0.083,11.2,98.7,0.99961,3.29,0.57,11.53,5
7.9,0.471,0.198,2.95,0.066,28.7,37.9,0.99637,3.32,0.86,11.32,6
8.5,0.501,0.094,3.89,0.04,4.0,63.8,0.99842,2.97,0.46,9.03,5
8.46,0.554,0.073,0.9,0.115,6.5,105.3,0.99832,3.05,0.61,11.2,5
10.29,0.839,0.484,4.12,0.133,14.1,23.8,0.99585,3.48,0.69,10.57,6
7.69,0.487,0.275,1.66,0.058,9.9,73.4,0.99426,3.28,0.53,11.18,5
8.93,0.539,0.164,1.66,0.055,8.3,54.7,0.99451,3.31,0.68,10.43,5
6.6,0.374,0.172,1.8,0.136,10.0,18.5,0.99946,3.11,0.64,10.92,6
9.1,0.659,0.163,2.44,0.058,20.5,34.9,0.99699,3.31,0.73,8.46,6
8.33,0.776,0.18,1.28,0.174,28.9,145.9,0.99341,3.25,1.01,9.46,3
7.02,0.822,0.03,1.86,0.074,21.6,71.0,0.99828,3.22,1.24,11.21,7
7.91,0.567,0.221,2.68,0.066,22.4,51.5,0.9933,3.09,0.72,13.22,6
8.0,0.633,0.202,2.34,0.08,14.6,24.3,0.99513,3.18,0.62,10.81,5
7.85,0.502,0.126,2.51,0.066,6.4,6.2,0.99685,3.61,0.71,9.68,6
11.4,0.625,0.299,1.83,0.13,13.8,14.5,1.00149,3.26,0.6,10.56,6
8.15,0.587,0.316,2.89,0.116,16.8,38.9,0.99825,3.43,0.43,9.46,5
7.9,0.54,0.164,3.41,0.127,29.7,38.9,0.99578,3.28,0.63,11.76,6
4.67,0.555,0.243,3.31,0.085,41.8,82.9,0.99675,3.26,0.84,10.47,7
6.76,0.611,0.68,2.57,0.064,19.4,20.2,0.99845,3.21,0.44,11.55,7
7.86,0.477,0.673,3.23,0.078,27.8,19.0,0.9994,3.51,0.5,10.26,6
7.13,0.486,0.07,3.13,0.064,1.9,55.2,0.99623,3.37,0.55,11.64,5
10.72,0.837,0.096,7.06,0.151,12.1,30.0,0.99628,3.19,0.7,8.68,4
8.03,1.018,0.069,3.66,0.123,14.5,29.8,0.99512,3.25,1.16,10.45,6
10.56,0.313,0.471,2.03,0.075,21.3,77.9,0.99796,3.47,0.52,11.0,7
8.43,0.303,0.194,1.4,0.051,42.4,18.1,0.99865,2.88,0.65,10.13,7
8.38,0.358,0.316,1.88,0.156,18.6,70.9,0.99302,3.36,0.64,10.8,4
8.17,0.511,0.649,1.82,0.083,3.6,51.1,0.99595,3.39,0.59,10.79,5
8.33,0.691,0.268,2.66,0.074,22.6,27.9,0.99439,3.2,0.63,11.54,6
11.31,0.636,0.404,1.54,0.157,11.5,38.1,0.99699,3.33,0.57,11.09,6
4.84,0.561,0.369,3.62,0.062,21.2,21.9,0.99435,3.39,1.27,10.84,7
7.37,0.625,0.158,1.13,0.068,23.8,34.0,0.99419,3.13,0.77,11.36,7
8.35,0.405,0.471,1.02,0.07,3.3,101.9,0.99883,3.44,0.57,8.97,6
9.52,0.486,0.109,1.99,0.043,14.0,23.7,0.99639,3.35,0.86,9.61,6
9.14,0.526,0.525,1.45,0.09,14.4,9.6,0.99659,3.29,0.68,8.94,5
7.65,0.245,0.158,1.2,0.055,18.5,38.9,0.99752,3.33,0.65,11.01,5
10.09,0.321,0.179,1.59,0.06,8.8,91.3,0.99854,3.42,0.61,10.86,6
10.11,0.328,0.063,1.5,0.057,7.0,44.8,0.9959,3.66,0.6,11.9,6
8.64,0.668,0.094,2.13,0.06,42.0,32.6,0.99595,3.4,0.47,10.8,5
10.0,0.574,0.189,1.6,0.054,17.2,31.6,0.99596,3.43,0.42,9.74,5
8.79,0.64,0.226,1.66,0.087,7.6,72.2,0.99875,3.34,0.7,10.56,5
7.34,0.199,0.173,2.11,0.073,10.1,48.5,0.99657,3.6,0.61,8.41,3
9.53,0.263,0.42,3.34,0.08,43.2,55.2,0.99615,3.09,0.79,9.98,5
8.51,0.649,0.35,4.1,0.225,33.3,42.4,0.99744,3.05,0.51,10.77,6
8.32,0.75,0.136,2.26,0.073,9.3,65.0,1.00018,3.33,0.48,10.12,6
10.88,0.202,0.183,2.34,0.103,6.5,101.9,0.99684,3.41,0.77,10.28,5
5.85,0.682,0.225,1.95,0.108,6.9,109.3,0.99619,2.92,0.59,9.42,4
6.25,0.37,0.552,2.63,0.076,31.1,38.5,1.00039,3.31,0.79,9.7,6
7.69,0.719,0.114,2.52,0.088,10.9,47.9,0.99923,3.28,0.64,11.16,5
7.88,1.107,0.133,3.84,0.079,4.5,99.3,0.99895,3.42,1.02,8.88,5
5.7,0.121,0.056,0.9,0.086,10.4,42.4,0.99575,3.37,0.77,10.96,7
6.61,0.655,0.328,1.9,0.06,18.3,71.6,0.99556,3.04,0.71,9.55,6
6.82,0.205,0.309,2.47,0.063,13.8,20.8,0.99322,3.15,0.78,8.62,5
12.6,0.607,0.514,2.09,0.079,33.7,23.1,0.99853,3.19,0.6,11.73,6
11.46,0.493,0.468,1.39,0.032,18.5,116.4,0.99685,3.42,0.42,11.84,7
7.6,0.553,0.725,1.18,0.153,20.2,61.6,0.99328,3.37,0.7,9.84,6
7.69,0.366,0.256,3.04,0.206,26.7,35.2,0.99898,3.22,1.04,9.83,6
6.32,0.67,0.22,1.51,0.084,25.9,26.8,0.99606,3.33,0.36,10.15,5
5.0,0.269,0.023,0.96,0.105,10.3,31.7,0.99629,3.15,0.72,9.55,5
8.12,0.753,0.402,3.11,0.127,6.6,15.0,0.99383,3.62,0.43,9.74,5
6.58,0.456,0.293,2.6,0.043,17.5,58.4,0.99764,3.4,0.63,10.9,5
8.17,0.278,0.394,2.01,0.119,15.9,54.8,0.99765,3.43,0.65,12.64,6
5.54,0.817,0.054,1.4,0.064,18.6,54.0,0.99661,3.52,0.77,10.04,4
6.99,0.518,0.337,2.01,0.219,19.6,86.2,0.99591,3.46,0.67,11.51,5
8.58,0.873,0.309,3.66,0.072,40.0,40.8,1.00169,3.31,0.9,10.8,5
8.96,0.75,0.296,1.02,0.117,12.4,51.2,0.99441,3.28,0.85,8.63,5
9.05,0.386,0.14,1.05,0.072,20.1,10.1,0.99533,3.5,0.61,10.39,6
6.02,0.515,0.496,1.6,0.21,6.5,62.0,0.99805,3.31,0.84,10.26,6
9.81,0.552,0.66,2.09,0.062,8.3,55.7,0.99477,3.2,0.59,11.99,7
6.93,0.805,0.059,1.69,0.132,15.3,16.6,0.99463,3.6,0.56,12.03,7
9.42,0.609,0.407,2.83,0.104,7.4,35.3,0.99885,3.17,0.47,10.82,7
8.3,0.562,0.397,3.46,0.094,22.9,79.0,0.99785,3.05,0.89,11.72,6
5.93,0.494,0.17,2.4,0.087,20.7,50.1,0.99762,3.46,0.59,10.26,5
7.77,0.521,0.021,2.72,0.058,9.4,25.4,0.99705,3.2,0.35,11.62,5
8.96,0.765,0.229,2.39,0.024,13.0,55.8,0.99538,3.38,0.73,10.53,6
9.39,0.531,0.429,2.13,0.127,31.3,109.8,0.99622,3.58,0.57,11.59,6
8.07,0.459,0.202,1.18,0.063,17.4,12.9,0.99655,3.1,0.59,11.7,6
10.99,0.428,0.172,1.33,0.132,54.6,60.6,0.99831,3.3,0.6,11.19,6
10.07,0.43,0.57,1.15,0.091,13.1,48.9,0.99751,3.53,0.59,9.63,5
7.87,0.278,0.352,1.98,0.134,14.1,15.4,0.99494,3.41,1.26,9.97,5
9.63,0.395,0.046,2.35,0.112,15.3,50.4,0.9982,3.28,0.97,11.22,6
11.68,0.8,0.18,1.1,0.026,4.0,27.1,0.99351,3.67,0.76,11.38,7
11.73,0.493,0.566,2.19,0.103,13.7,32.8,0.99609,3.3,0.68,10.59,7
6.18,0.657,0.406,1.43,0.067,13.4,56.0,0.99453,3.37,0.85,10.09,6
6.71,0.632,0.096,1.31,0.132,24.2,54.6,0.99507,3.56,0.68,10.62,5
10.9,0.501,0.219,1.6,0.102,32.1,53.9,1.00036,3.46,0.78,10.12,5
6.48,0.443,0.225,1.28,0.102,12.3,145.5,0.99391,3.51,0.73,10.13,6
6.02,0.563,0.168,2.78,0.069,2.4,36.4,0.99514,3.18,0.66,12.52,5
7.47,0.441,0.141,1.96,0.052,16.9,18.0,0.99767,3.49,0.81,9.91,6
9.05,0.148,0.534,3.06,0.064,7.3,61.1,0.99581,3.34,0.57,10.96,8
